name,param_trainable,train_seconds,success_rate,avg_steps,avg_final_distance,avg_reward,avg_path_efficiency,avg_abs_angle_error_deg,avg_final_abs_angle_error_deg,avg_last5_abs_angle_error_deg,max_abs_angle_error_deg,avg_turn_change_deg,avg_action_flip_count,avg_recovery_action_count,avg_recovery_action_rate,avg_collision_count,avg_still_step_count,avg_still_step_rate,avg_collision_still_step_count,avg_collision_still_step_rate,avg_max_still_run,avg_jump_attempts,score,model_path,video_path
rppo_medium_lstm128x2_observable12_target8_macro_library_v11rx_stage2,477712,0.0,1.0,26.45,7.999998593330384,74.92037010727284,0.8633896677873555,18.856786090880632,5.81811921051667e-05,2.1792774759887834e-05,135.82307233810425,389.14741733279413,0.0,4.1,0.056236833995785405,7.85,1.4,0.06338600657654367,1.4,0.06338600657654367,1.4,0.0,108.90008463166117,runs/v11rx_nlite125_fix6300031_targeted_far6_stuck10_rl125/rppo_medium_lstm128x2_observable12_target8_macro_library_v11rx_stage2/rppo_medium_lstm128x2_observable12_target8_macro_library_v11rx_stage2.zip,
