step,policy_angle_bin,policy_speed_bin,policy_macro_bin,effective_macro_bin,targeted_stuck_macro_triggered,stuck_macro_triggered,targeted_stuck_macro_context,stuck_macro_context,reward,distance,angle_error,wrapper_angle_error,no_progress_time,stuck_time,time_since_collision,wrapper_recent_collision_norm,recovery_mode,macro_recovery_steps_left,success_flag,x,y,heading
47,2,1,0,3,0,1,0,1,-3.278776088933058,886.81298828125,0.8629004897960253,-0.0006320847537102381,2.999999999999999,0.0,2.4,0.29999999999999993,3,0,0,-164.46395874023438,-43.867252349853516,-0.17380982556544522
48,2,1,0,0,0,0,0,1,4.104528367377402,856.82275390625,0.026022705960610626,0.8371259562035678,2.399999999999999,0.0,2.6999999999999997,0.20000000000000007,0,0,0,-140.8369903564453,-25.38031768798828,0.6639482153918328
49,2,1,0,0,0,0,0,1,4.873178853555462,826.8226928710938,-1.2365574120209999e-08,0.02793135509232858,1.799999999999999,0.0,2.9999999999999996,0.10000000000000009,0,0,0,-117.69905090332031,-6.284873962402344,0.6899709213524434
50,2,1,0,7,0,1,0,1,-2.027126716661657,807.0568237304688,0.8653858412326916,0.0019086491317179541,1.1999999999999988,0.0,3.2999999999999994,1.1102230246251565e-16,7,0,0,-88.02606964111328,-10.70236587524414,-0.1477871196048346
51,2,1,0,0,0,0,0,1,6.19571613188108,777.0686645507812,0.02869426823468857,0.839666690088996,0.5999999999999989,0.0,3.599999999999999,0.0,0,0,0,-64.88813018798828,8.393077850341797,0.6899709213524434
52,2,1,0,0,0,0,0,1,5.791569119541383,747.0686645507812,-8.61801574547627e-09,0.026356567069950376,0.0,0.0,3.899999999999999,0.0,0,0,0,-42.30757522583008,28.14449691772461,0.7186651895871319
53,2,1,0,0,0,0,0,0,5.797987186944083,717.0687255859375,-3.334550768840927e-08,-0.002337701164738082,0.0,0.0,4.199999999999999,0.0,0,0,0,-19.727020263671875,47.89591598510742,0.7186651809691162
54,2,1,0,0,0,0,0,0,5.797999293390424,687.0687255859375,-1.1202891614381372e-08,-0.0054804070471496935,0.0,0.0,4.499999999999999,0.0,0,0,0,2.8535385131835938,67.64733123779297,0.7186651476236086
55,2,1,0,0,0,0,0,0,-1.6253393213920886,682.536376953125,0.015275171982792934,-0.005480373701642005,0.0,0.3,0.0,0.0,0,0,0,13.188814163208008,62.836708068847656,0.718665136420717
56,2,1,0,0,0,0,0,1,-1.6795405048878487,678.1653442382812,0.015475666148620617,-0.005480362498750502,0.0,0.6,0.0,1.0,0,0,0,23.524089813232422,58.026084899902344,0.7339403084035099
57,2,1,0,0,0,0,0,1,6.594531700468095,648.1653442382812,1.0499859315338256e-08,0.01715433089779017,0.0,0.0,0.3,1.0,0,0,0,45.4866943359375,78.4624252319336,0.7494159745521305
58,2,1,0,0,0,0,0,1,1.4122108999119136,637.0070190429688,0.003633928564996891,0.0016786647491695563,0.0,0.3,0.0,0.9,0,0,0,55.235504150390625,84.3718032836914,0.7494159850519897
59,2,1,0,0,0,0,0,1,5.797184531823878,607.0070190429688,1.2708996077748225e-08,0.005610236223339893,0.0,0.0,0.3,1.0,0,0,0,77.12370300292969,104.8878173828125,0.7530499136169868
60,2,1,0,0,0,0,0,1,5.797999164083259,577.0070190429688,-2.213881200585632e-08,0.0019763076583427792,0.0,0.0,0.6,0.9,0,0,0,99.01190185546875,125.4038314819336,0.7530499263259829
61,2,1,0,0,0,0,0,1,5.797999583632689,547.0070190429688,-2.4567169187861282e-08,0.0019762949493467015,0.0,0.0,0.8999999999999999,0.8,0,0,0,120.90010070800781,145.9198455810547,0.7530499041871708
62,2,1,0,0,0,0,0,0,5.797999042272017,517.0070190429688,5.601541741562244e-08,0.004695779006036016,0.0,0.0,1.2,0.7,0,0,0,142.78829956054688,166.4358673095703,0.7530498796200016
63,2,1,0,0,0,0,0,0,5.798005105484715,487.0069885253906,-2.8522835315847317e-08,0.004695803573205204,0.0,0.0,1.5,0.6000000000000001,0,0,0,164.67649841308594,186.95188903808594,0.7530499356354188
64,2,1,0,0,0,0,0,0,5.797992937887495,457.00701904296875,1.950773609316059e-08,0.0018847925101805885,0.0,0.0,1.8,0.5,0,0,0,186.564697265625,207.46791076660156,0.7530499071125836
65,2,1,0,0,0,0,0,0,0.06874360112334163,447.98638916015625,-0.015405486059093199,0.0018848210330157933,0.0,0.3,0.0,0.4,0,0,0,188.4654998779297,218.7083282470703,0.7530499266203194
66,2,1,0,0,0,0,0,1,5.794596153752791,417.98638916015625,-1.6810370428999022e-08,0.0018848015252799222,0.0,0.0,0.3,1.0,0,0,0,210.66714477539062,238.8847198486328,0.7376444405612261
67,2,1,0,0,0,0,0,1,1.2413286886235115,407.0181579589844,-0.007534453327301849,0.004066103071281192,0.0,0.3,0.0,0.9,0,0,0,216.73036193847656,248.53860473632812,0.7376444237508557
68,2,1,0,0,0,0,0,1,1.2263526211933402,396.07427978515625,-0.0079511834110616,0.00406611988165162,0.0,0.6,0.0,1.0,0,0,0,222.7935791015625,258.1924743652344,0.7301099704235541
69,2,1,0,0,0,0,0,1,1.2120241844491333,385.1568908691406,-0.008402498001895853,0.011600573208953247,0.0,0.8999999999999999,0.0,1.0,0,0,0,228.85679626464844,267.8463439941406,0.7221587870124924
70,2,1,0,0,0,0,0,1,1.1967246432663976,374.2682800292969,-0.00889211889730668,-0.009856877088938898,0.0,1.2,0.0,1.0,0,0,0,234.92001342773438,277.5002136230469,0.7137562890105964
71,2,1,0,0,0,0,0,1,6.596241890901715,344.2682800292969,2.3878035770863448e-08,-0.001454379087042934,0.0,0.30000000000000004,0.3,1.0,0,0,0,257.77099609375,296.9381103515625,0.7048641701132898
72,2,1,0,0,0,0,0,1,5.797997687619451,314.2682800292969,-4.5529360503948624e-08,0.007437739810263633,0.0,0.0,0.6,0.9,0,0,0,280.6219787597656,316.37603759765625,0.7048641939913254
73,2,1,0,0,0,0,0,1,5.797997356538202,284.2682800292969,-5.513916401245212e-08,-0.0042058726107101485,0.0,0.0,0.8999999999999999,0.8,0,0,0,303.47296142578125,335.81396484375,0.7048641484619647
74,2,1,0,0,0,0,0,0,5.7979963730043425,254.26829528808594,2.3269660975877567e-08,-0.0042058270813494225,0.0,0.0,1.2,0.7,0,0,0,326.3239440917969,355.2518615722656,0.7048640933228008
75,2,1,0,0,0,0,0,0,5.797996409694395,224.268310546875,2.9495146880442746e-08,-0.001710781116532445,0.0,0.0,1.5,0.6000000000000001,0,0,0,349.1749267578125,374.68975830078125,0.7048641165924616
76,2,1,0,0,0,0,0,0,5.798000421247786,194.26829528808594,-8.10505175197207e-08,-0.0017108043861933098,0.0,0.0,1.8,0.5,0,0,0,372.0259094238281,394.127685546875,0.7048641460876084
77,2,1,0,0,0,0,0,0,5.797996473378997,164.268310546875,3.085297484162197e-08,-0.00747513947292333,0.0,0.0,2.1,0.4,0,0,0,394.87689208984375,413.5655822753906,0.704864065037091
78,2,1,0,0,0,0,0,0,5.797996508659273,134.26832580566406,4.464012659521899e-08,-0.0074750584224059224,0.0,0.0,2.4,0.29999999999999993,0,0,0,417.7278747558594,433.00347900390625,0.7048640958900658
79,2,1,0,0,0,0,0,0,5.797997606306403,104.2683334350586,7.032775706239391e-08,-0.007475089275380764,0.0,0.0,2.6999999999999997,0.20000000000000007,0,0,0,440.578857421875,452.4413757324219,0.7048641405301925
80,2,1,0,0,0,0,0,0,5.797996245479623,74.26834869384766,1.271442047201532e-07,0.007183376769459571,0.0,0.0,2.9999999999999996,0.10000000000000009,0,0,0,463.4298400878906,471.8792724609375,0.7048642108579495
81,2,1,0,0,0,0,0,0,6.176000257537378,44.268341064453125,-2.2562644552692745e-07,0.007183306441702619,0.0,0.0,3.2999999999999994,1.1102230246251565e-16,0,0,0,486.28082275390625,491.31719970703125,0.704864338002154
82,2,1,0,0,0,0,0,0,6.075997168265074,14.268352508544922,4.5473531473660955e-07,0.007183179297498121,0.0,0.0,3.599999999999999,0.0,0,0,0,509.1318054199219,510.7550964355469,0.7048641123757085
83,2,1,0,0,0,0,0,0,43.90427987051818,7.999996185302734,4.735234288122392e-06,0.09246072387841142,0.0,0.0,3.899999999999999,0.0,0,0,1,513.9064331054688,514.8165283203125,0.7048645671110232
