episodes,state_mode,action_mode,env_action_mode,success_rate,avg_steps,avg_final_distance,avg_path_efficiency,avg_abs_angle_error_deg,avg_final_abs_angle_error_deg,avg_last5_abs_angle_error_deg,avg_recovery_action_rate,avg_recovery_action_count,avg_recovery_steps_to_trigger,recovery_escape_rate,avg_max_stuck_run_steps,avg_recovery_resolve_steps,avg_collision_count,avg_still_step_count,avg_still_step_rate,avg_collision_still_step_count,avg_collision_still_step_rate,avg_max_still_run,video_path
20,observable12_target8_macro_library_v11rx_stage2,v11,heading_relative_macro_library_recovery,1.0,29.0,7.999995112419128,0.8588676865918756,17.521720910072325,4.903584089959168e-05,1.8829062599934333e-05,0.12638812066559743,4.6,29.0,0.7,9.05,10.0,9.3,3.7,0.14276678984786567,3.7,0.14276678984786567,3.65,
