step,policy_angle_bin,policy_speed_bin,policy_macro_bin,effective_macro_bin,targeted_stuck_macro_triggered,stuck_macro_triggered,targeted_stuck_macro_context,stuck_macro_context,reward,distance,angle_error,wrapper_angle_error,no_progress_time,stuck_time,time_since_collision,wrapper_recent_collision_norm,recovery_mode,macro_recovery_steps_left,success_flag,x,y,heading
21,2,1,0,0,0,0,0,0,5.798010500013743,876.789794921875,9.412259860397398e-11,0.0009535123688828584,0.0,0.0,10.0,0.0,0,0,0,-78.68716430664062,-120.57325744628906,0.819184581416077
22,2,1,0,0,0,0,0,0,5.7979996529290885,846.789794921875,-3.342540355610879e-09,0.0009535153933102337,0.0,0.0,10.0,0.0,0,0,0,-58.2026481628418,-98.65557861328125,0.8191845815101995
23,2,1,0,0,0,0,0,0,5.79798673577529,816.7898559570312,-3.5880775017815836e-09,0.0004770357688532733,0.0,0.0,10.0,0.0,0,0,0,-37.71813201904297,-76.73789978027344,0.819184578167659
24,2,1,0,0,0,0,0,0,5.797999592504171,786.7898559570312,-5.683118797783493e-08,0.00047703911139374005,0.0,0.0,10.0,0.0,0,0,0,-17.23361587524414,-54.820220947265625,0.8191845745795816
25,2,1,0,0,0,0,0,0,5.797999402331115,756.7898559570312,5.26544439161114e-08,0.00047704269947113076,0.0,0.0,10.0,0.0,0,0,0,3.2509021759033203,-32.90254211425781,0.8191845177483938
26,2,1,0,0,0,0,0,0,-0.8885311591674402,748.63232421875,0.014290857973031758,-0.0009506701302908205,0.0,0.3,0.0,0.0,0,0,0,16.689193725585938,-34.191829681396484,0.8191845704028378
27,2,1,0,0,0,0,0,1,2.1666043551258887,735.142822265625,-0.0007179805020027796,-0.0009507227847347366,0.0,0.6,0.0,1.0,0,0,0,25.367679595947266,-23.85094451904297,0.8334754283758694
28,2,1,0,0,0,0,0,1,-0.80216089236548,735.142822265625,2.220446049250313e-16,-0.01524158075776638,0.3,0.8999999999999999,0.0,1.0,0,0,0,25.367679595947266,-23.85094451904297,0.8327574478738664
29,2,1,0,0,0,0,0,1,-1.1730000000000003,735.142822265625,2.220446049250313e-16,-0.0010717259996293471,0.6,1.2,0.0,1.0,0,0,0,25.367679595947266,-23.85094451904297,0.8327574478738664
30,2,1,0,0,0,0,0,1,-1.3590000000000002,735.142822265625,2.220446049250313e-16,-0.0010717259996293471,0.8999999999999999,1.5,0.0,1.0,0,0,0,25.367679595947266,-23.85094451904297,0.8327574478738664
31,2,1,0,0,0,0,0,1,-1.6410000000000005,735.142822265625,2.220446049250313e-16,-0.00029305092028364404,1.2,1.8,0.0,1.0,0,0,0,25.367679595947266,-23.85094451904297,0.8327574478738664
32,2,1,0,3,0,1,0,1,-1.9110119446236296,715.4163818359375,0.8689258570126819,-0.00029305092028364404,0.6,0.9000000000000001,0.3,1.0,3,0,0,55.367305755615234,-24.000961303710938,-0.005000593083411609
33,2,1,0,0,0,0,0,1,6.202653428957191,685.4315795898438,0.032531709806855935,0.8374649900369944,0.0,2.220446049250313e-16,0.6,0.9,0,0,0,75.55245971679688,-1.8072757720947266,0.8327574478738664
34,2,1,0,0,0,1,0,1,5.790709133026732,655.4315795898438,1.9914897175787875e-08,0.03137781747647539,0.0,0.0,0.8999999999999999,0.8,0,0,0,95.00506591796875,21.03120994567871,0.8652891576807225
35,2,1,0,0,0,0,0,0,5.7979992438654655,625.4315795898438,2.1825407592324094e-08,-0.001153892330380657,0.0,0.0,1.2,0.7,0,0,0,114.4576644897461,43.86969757080078,0.8652891775956197
36,2,1,0,0,0,0,0,0,5.797999641518329,595.4315795898438,-9.208693141360413e-09,-0.0011539122452779438,0.0,0.0,1.5,0.6000000000000001,0,0,0,133.91026306152344,66.70818328857422,0.8652891994210279
37,2,1,0,0,0,0,0,0,1.9460738775609674,582.0340576171875,-0.0028203457658154685,0.0025416731146776783,0.0,0.3,0.0,0.5,0,0,0,141.34930419921875,77.97364807128906,0.8652891902123345
38,2,1,0,0,0,0,0,1,-0.8026320117335604,582.0340576171875,-5.551115123125783e-16,0.0025416823233710417,0.3,0.6,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
39,2,1,0,0,0,0,0,1,-1.1730000000000005,582.0340576171875,-5.551115123125783e-16,0.005362028089185955,0.6,0.8999999999999999,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
40,2,1,0,0,0,0,0,1,-1.3590000000000007,582.0340576171875,-5.551115123125783e-16,-0.005137389692643879,0.8999999999999999,1.2,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
41,2,1,0,0,0,0,0,1,-1.6410000000000007,582.0340576171875,-5.551115123125783e-16,-0.005137389692643879,1.2,1.5,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
42,2,1,0,0,0,0,0,1,-2.3610000000000007,582.0340576171875,-5.551115123125783e-16,-0.005137389692643879,1.5,1.8,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
43,2,1,0,0,0,0,0,1,-2.673000000000001,582.0340576171875,-5.551115123125783e-16,0.0017177405029737969,1.8,2.1,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
44,2,1,0,0,0,0,0,1,-2.9850000000000008,582.0340576171875,-5.551115123125783e-16,0.0017177405029737969,2.1,2.4,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
45,2,1,0,0,0,0,0,1,-3.297000000000001,582.0340576171875,-5.551115123125783e-16,0.0017177405029737969,2.4,2.6999999999999997,0.0,1.0,0,0,0,141.34930419921875,77.97364807128906,0.8624688444465196
46,2,1,0,6,0,1,0,1,-2.827507218428706,562.4021606445312,0.8774096919313761,-0.0022090134948289375,1.7999999999999998,1.7999999999999998,0.3,1.0,6,0,0,171.34014892578125,78.71489715576172,0.024710803489241595
47,2,1,0,0,0,0,0,1,4.845473855717451,532.4271240234375,0.04188529887675074,0.8355490274624491,1.1999999999999997,0.8999999999999999,0.6,0.9,0,0,0,190.85708618164062,101.49842834472656,0.8624688444465196
48,2,1,0,0,0,0,0,1,6.557618142456038,502.4270935058594,-2.6473148340144803e-08,-0.0022090134948289375,0.5999999999999998,0.0,0.8999999999999999,0.8,0,0,0,209.40289306640625,125.07920837402344,0.9043541433232702
49,2,1,0,0,0,1,0,1,-0.42123158284579093,494.5238952636719,-0.016482513060965487,-0.005981135548917216,0.0,0.3,0.0,0.7,0,0,0,207.9235076904297,136.3828125,0.9043541168501221
50,2,1,0,0,0,0,0,1,-0.8056935689869478,494.5238952636719,5.551115123125783e-16,-0.005981109075769098,0.3,0.6,0.0,1.0,0,0,0,207.9235076904297,136.3828125,0.8878716037891561
51,2,1,0,2,0,1,0,1,-6.827792265517909,502.4270935058594,0.8542405540182438,0.0007249905444925986,0.6,0.8999999999999999,0.0,1.0,2,3,0,209.40289306640625,125.07920837402344,0.05011356283187807
52,2,1,0,0,0,0,0,1,-7.9917983934655705,510.4625549316406,1.7079664505605558,0.8384830315017706,0.8999999999999999,1.2,0.0,1.0,2,2,0,210.8822784423828,113.77560424804688,-0.7876444781254
53,2,1,0,0,0,0,0,1,-15.677409425369392,535.55712890625,2.5771676622848663,1.6762410724590486,1.2,0.30000000000000004,0.3,1.0,2,1,0,209.24490356445312,83.82032012939453,-1.625402519082678
54,2,1,0,0,0,0,0,1,-16.14775186204453,564.50146484375,-2.88260597009647,2.5757049411293393,1.5,0.0,0.6,0.9,2,0,0,185.88816833496094,64.99312591552734,-2.463160560039956
55,2,1,0,0,0,0,0,1,-13.926798804958153,578.8121337890625,-2.0909790797538585,-2.8697223250929693,1.8,0.0,0.8999999999999999,0.8,0,0,0,156.26812744140625,69.7527084350586,2.9822667061823527
56,2,1,0,0,0,0,0,1,-4.6701243330506506,578.8121337890625,-1.2532210387965808,-2.0947608768480936,2.1,0.3,0.0,0.7,0,0,0,156.26812744140625,69.7527084350586,2.144508665225075
57,2,1,0,0,0,0,0,1,1.2534093108803215,551.4972534179688,-0.4374202451234519,-1.257002835890816,1.5,0.0,0.3,1.0,0,0,0,164.0977783203125,98.71296691894531,1.3067506242677975
58,2,1,0,0,0,0,0,1,6.282988436735643,521.4971923828125,5.262179803011691e-09,-0.435942022888403,0.9,0.0,0.6,0.9,0,0,0,183.4579315185547,121.6298828125,0.8693303791443459
59,2,1,0,0,0,0,0,1,-2.6233504639650134,518.9192504882812,0.025474375026344642,0.0014782222350486762,0.30000000000000004,0.3,0.0,0.8,0,0,0,195.3271942138672,115.1978759765625,0.8693303844065259
60,2,1,0,0,0,0,0,1,5.792289684103707,488.91925048828125,3.812438353900661e-08,0.001478216972868651,0.0,0.0,0.3,1.0,0,0,0,214.0973358154297,138.60047912597656,0.894804759432871
61,2,1,0,0,0,0,0,1,-0.8020000085432993,488.91925048828125,-1.1102230246251565e-16,-0.002681298663217646,0.3,0.3,0.0,0.9,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
62,2,1,0,0,0,0,0,1,-1.173,488.91925048828125,-1.1102230246251565e-16,-0.002681336787601296,0.6,0.6,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
63,2,1,0,0,0,0,0,1,-1.3590000000000002,488.91925048828125,-1.1102230246251565e-16,-0.00191976824130613,0.8999999999999999,0.8999999999999999,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
64,2,1,0,0,0,0,0,1,-1.6410000000000002,488.91925048828125,-1.1102230246251565e-16,-0.00191976824130613,1.2,1.2,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
65,2,1,0,0,0,0,0,1,-2.361,488.91925048828125,-1.1102230246251565e-16,-0.00191976824130613,1.5,1.5,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
66,2,1,0,0,0,0,0,1,-2.6730000000000005,488.91925048828125,-1.1102230246251565e-16,0.0045648594823877175,1.8,1.8,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
67,2,1,0,0,0,0,0,1,-2.9850000000000003,488.91925048828125,-1.1102230246251565e-16,0.0045648594823877175,2.1,2.1,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
68,2,1,0,0,0,0,0,1,-3.297,488.91925048828125,-1.1102230246251565e-16,0.0045648594823877175,2.4,2.4,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
69,2,1,0,0,0,0,0,1,-3.609,488.91925048828125,-1.1102230246251565e-16,-0.0003981212648351828,2.6999999999999997,2.6999999999999997,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
70,2,1,0,0,0,0,0,1,-3.9209999999999994,488.91925048828125,-1.1102230246251565e-16,-0.0003981212648351828,2.9999999999999996,2.9999999999999996,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
71,2,1,0,0,0,0,0,1,-4.233,488.91925048828125,-1.1102230246251565e-16,-0.0003981212648351828,3.2999999999999994,3.2999999999999994,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
72,2,1,0,0,0,0,0,1,-4.544999999999999,488.91925048828125,-1.1102230246251565e-16,-0.006299338725467507,3.599999999999999,3.599999999999999,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
73,2,1,0,0,0,0,0,1,-4.856999999999999,488.91925048828125,-1.1102230246251565e-16,-0.006299338725467507,3.899999999999999,3.899999999999999,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
74,2,1,0,0,0,0,0,1,-5.008,488.91925048828125,-1.1102230246251565e-16,-0.006299338725467507,4.199999999999999,4.199999999999999,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
75,2,1,0,3,0,1,0,1,-10.698270279301596,496.8795471191406,0.8543148549507787,0.0009559770551721415,4.499999999999999,4.499999999999999,0.0,1.0,3,3,0,215.57672119140625,127.296875,0.0570467565999766
76,2,1,0,0,0,0,0,1,-11.699935263043125,504.9717102050781,1.7081033421728187,0.8387140180124502,4.799999999999999,4.799999999999999,0.0,1.0,3,2,0,217.0561065673828,115.99327087402344,-0.7807112843573014
77,2,1,0,0,0,0,0,1,-11.475920394034622,513.1895751953125,1.6189046007308487,1.7126974374830644,5.099999999999999,5.099999999999999,0.0,1.0,3,1,0,218.53549194335938,104.68966674804688,-0.6759915292376419
78,2,1,0,3,0,1,0,1,-11.49106524062219,521.527099609375,1.633932876535606,1.6079776823634049,5.399999999999999,5.399999999999999,0.0,1.0,3,0,0,220.01487731933594,93.38606262207031,-0.6759915292376419
79,2,1,0,0,0,0,0,1,-4.274084408150326,513.1895751953125,0.7811465597735706,1.631537491094484,4.799999999999999,5.699999999999998,0.0,1.0,0,0,0,218.53549194335938,104.68966674804688,0.16176651171963607
80,2,1,0,0,0,0,0,1,-3.3105049566119407,504.9717102050781,-0.015521013677689542,0.793779450137206,4.199999999999999,5.999999999999998,0.0,1.0,0,0,0,217.0561065673828,115.99327087402344,0.9429130714932068
81,2,1,0,0,0,0,0,1,-2.8651451258626697,496.8795471191406,-0.01603044626476169,0.01263289036363524,3.599999999999999,6.299999999999998,0.0,1.0,0,0,0,215.57672119140625,127.296875,0.927392057815517
82,2,1,0,0,0,0,0,1,-2.5003340603880173,488.91925048828125,-0.01655681399350073,-0.01824390117260322,2.999999999999999,6.599999999999998,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.9113616115507552
83,2,1,0,0,0,0,0,1,-4.236710219094797,488.91925048828125,-1.1102230246251565e-16,-0.0022134549078414167,3.299999999999999,6.899999999999998,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
84,2,1,0,0,0,0,0,1,-4.544999999999999,488.91925048828125,-1.1102230246251565e-16,0.002560712906459983,3.5999999999999988,7.1999999999999975,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
85,2,1,0,0,0,0,0,1,-4.856999999999999,488.91925048828125,-1.1102230246251565e-16,0.002560712906459983,3.8999999999999986,7.499999999999997,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
86,2,1,0,0,0,0,0,1,-5.007999999999999,488.91925048828125,-1.1102230246251565e-16,-0.0010133604082067649,4.199999999999998,7.799999999999997,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
87,2,1,0,0,0,0,0,1,-5.032,488.91925048828125,-1.1102230246251565e-16,-0.0010133604082067649,4.499999999999998,8.099999999999998,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
88,2,1,0,3,0,1,0,1,-10.722270279301597,496.8795471191406,0.8543148549507787,-0.0009397486719091575,4.799999999999998,8.399999999999999,0.0,1.0,3,3,0,215.57672119140625,127.296875,0.0570467565999766
89,2,1,0,0,0,0,0,1,-11.715935263043125,504.9717102050781,1.7081033421728187,0.8368182922853689,5.099999999999998,8.7,0.0,1.0,3,2,0,217.0561065673828,115.99327087402344,-0.7807112843573014
90,2,1,0,0,0,0,0,1,-11.475920394034622,513.1895751953125,1.6189046007308487,1.707370510774843,5.399999999999998,9.0,0.0,1.0,3,1,0,218.53549194335938,104.68966674804688,-0.6759915292376419
91,2,1,0,0,0,0,0,1,-11.49106524062219,521.527099609375,1.633932876535606,1.6026507556551834,5.6999999999999975,9.3,0.0,1.0,3,0,0,220.01487731933594,93.38606262207031,-0.6759915292376419
92,2,1,0,0,0,0,0,1,-4.290084408150326,513.1895751953125,0.7811465597735706,1.6026507556551834,5.099999999999998,9.600000000000001,0.0,1.0,0,0,0,218.53549194335938,104.68966674804688,0.16176651171963607
93,2,1,0,0,0,0,0,1,-3.3345049566119407,504.9717102050781,-0.015521013677689542,0.7818339044638356,4.499999999999998,9.900000000000002,0.0,1.0,0,0,0,217.0561065673828,115.99327087402344,0.9429130714932068
94,2,1,0,0,0,0,0,1,-3.0751451258626687,496.8795471191406,-0.01603044626476169,0.0006873446902648794,3.899999999999998,10.200000000000003,0.0,1.0,0,0,0,215.57672119140625,127.296875,0.927392057815517
95,2,1,0,0,0,0,0,1,-2.710334060388017,488.91925048828125,-0.01655681399350073,-0.013744465747798529,3.299999999999998,10.500000000000004,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.9113616115507552
96,2,1,0,0,0,0,0,1,-4.5487102190947954,488.91925048828125,-1.1102230246251565e-16,0.0022859805169632708,3.599999999999998,10.800000000000004,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
97,2,1,0,0,0,0,0,1,-4.8569999999999975,488.91925048828125,-1.1102230246251565e-16,0.018842794510463893,3.8999999999999977,11.100000000000005,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
98,2,1,0,0,0,0,0,1,-5.007999999999999,488.91925048828125,-1.1102230246251565e-16,-0.0023380140336950457,4.1999999999999975,11.400000000000006,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
99,2,1,0,0,0,0,0,1,-5.031999999999999,488.91925048828125,-1.1102230246251565e-16,-0.0023380140336950457,4.499999999999997,11.700000000000006,0.0,1.0,0,0,0,214.0973358154297,138.60047912597656,0.8948047975572546
100,2,1,0,1,0,1,0,1,-10.722270279301597,496.8795471191406,0.8543148549507787,-0.0023380140336950457,4.799999999999997,12.000000000000007,0.0,1.0,1,1,0,215.57672119140625,127.296875,0.0570467565999766
101,2,1,0,0,0,0,0,1,-11.715935263043125,504.9717102050781,1.7081033421728187,0.8528457428468923,5.099999999999997,12.300000000000008,0.0,1.0,1,0,0,217.0561065673828,115.99327087402344,-0.7807112843573014
102,2,1,0,0,0,0,0,1,-10.822820394034622,513.1895751953125,0.8858663148932301,1.6906037838041703,5.399999999999997,12.600000000000009,0.0,1.0,0,0,0,218.53549194335938,104.68966674804688,0.0570467565999766
103,2,1,0,2,0,1,0,1,-11.795565240622189,521.527099609375,1.7386526316552655,0.8528457428468923,5.699999999999997,12.90000000000001,0.0,1.0,2,3,0,220.01487731933594,93.38606262207031,-0.7807112843573014
104,2,1,0,0,0,0,0,1,-19.165792345405603,547.0978393554688,2.605782725456093,1.743717482763521,5.9999999999999964,12.000000000000009,0.3,1.0,2,2,0,218.58523559570312,63.420143127441406,-1.6184693253145794
105,2,1,0,0,0,0,0,1,-18.89660783662596,575.8096923828125,-2.855138828577411,2.581475523720799,6.299999999999996,11.100000000000009,0.6,0.9,2,1,0,195.35960388183594,44.43146514892578,-2.4562273662718574
106,2,1,0,0,0,0,0,1,-16.11367182645562,589.3877563476562,-2.063305320244588,-2.8578247426464682,6.599999999999996,10.200000000000008,0.8999999999999999,0.8,2,0,0,165.707275390625,48.985572814941406,2.989199899950451
107,2,1,0,0,0,0,0,1,-7.696207303535206,579.9223022460938,-1.274245019442482,-2.0200667016891902,5.9999999999999964,9.300000000000008,1.2,0.7,0,0,0,149.2503662109375,74.06883239746094,2.1514418589931736
108,2,1,0,3,0,1,0,1,-5.846433569242823,579.9223022460938,-0.43648697848520446,-1.1823086607319127,6.299999999999996,9.600000000000009,0.0,0.6000000000000001,3,3,0,149.2503662109375,74.06883239746094,1.313683818035896
109,2,1,0,0,0,0,0,1,-0.48480760410257756,552.4296264648438,0.4224838095099207,-0.43679876154022956,5.699999999999997,8.700000000000008,0.3,1.0,3,0,0,175.91644287109375,87.81368255615234,0.47592577707861805
110,2,1,0,0,0,0,0,1,3.1333253872419395,522.4296264648438,2.3560396744670694e-08,0.40095927941704845,5.099999999999997,7.800000000000008,0.6,0.9,0,0,0,194.6020965576172,111.28380584716797,0.8984095865885386
111,2,1,0,0,0,0,0,1,3.267992594195793,492.4296569824219,1.654743331247488e-08,-0.021524530092872137,4.499999999999997,6.9000000000000075,0.8999999999999999,0.8,0,0,0,213.28775024414062,134.75392150878906,0.898409610148935
112,2,1,0,0,0,0,0,1,-5.0560000037081165,492.4296569824219,-3.3306690738754696e-16,0.0064496346745208655,4.799999999999997,7.200000000000007,0.0,0.7,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
113,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.00644961812708722,5.099999999999997,7.500000000000007,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
114,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.00644961812708722,5.399999999999997,7.800000000000007,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
115,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.0008319995662962043,5.699999999999997,8.100000000000007,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
116,2,1,0,7,0,1,0,1,-10.743701596814239,500.4185791015625,0.8541408333369732,0.0008319995662962043,5.9999999999999964,8.400000000000007,0.0,1.0,7,2,0,214.7671356201172,123.4503173828125,0.060651585739090574
117,2,1,0,0,0,0,0,1,-3.465288173530149,492.4296569824219,-3.3306690738754696e-16,0.8385900405235742,5.399999999999997,8.700000000000008,0.0,1.0,7,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
118,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0016441561916078482,5.699999999999997,9.000000000000009,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
119,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0016441561916078482,5.9999999999999964,9.30000000000001,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
120,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0016882636287416373,6.299999999999996,9.60000000000001,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
121,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0016882636287416373,6.599999999999996,9.900000000000011,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
122,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0034928538539613636,6.899999999999996,10.200000000000012,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
123,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0034928538539613636,7.199999999999996,10.500000000000012,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
124,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0034928538539613636,7.499999999999996,10.800000000000013,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
125,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0036578395106996453,7.799999999999995,11.100000000000014,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
126,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0036578395106996453,8.099999999999996,11.400000000000015,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
