step,policy_angle_bin,policy_speed_bin,policy_macro_bin,effective_macro_bin,targeted_stuck_macro_triggered,stuck_macro_triggered,targeted_stuck_macro_context,stuck_macro_context,reward,distance,angle_error,wrapper_angle_error,no_progress_time,stuck_time,time_since_collision,wrapper_recent_collision_norm,recovery_mode,macro_recovery_steps_left,success_flag,x,y,heading
127,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,-0.0036578395106996453,8.399999999999997,11.700000000000015,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
128,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.0012342117092405402,8.699999999999998,12.000000000000016,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
129,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.0012342117092405402,8.999999999999998,12.300000000000017,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
130,2,1,0,0,0,0,0,1,-5.072,492.4296569824219,-3.3306690738754696e-16,0.0012342117092405402,9.299999999999999,12.600000000000017,0.0,1.0,0,0,0,213.28775024414062,134.75392150878906,0.8984096266963686
131,2,1,0,3,0,1,0,1,-10.743701596814239,500.4185791015625,0.8541408333369732,-0.0014457919337953484,9.6,12.900000000000018,0.0,1.0,3,3,0,214.7671356201172,123.4503173828125,0.060651585739090574
132,2,1,0,0,0,0,0,1,-11.720666528788936,508.5375671386719,1.7077626498381981,0.8363122490234827,9.9,13.200000000000019,0.0,1.0,3,2,0,216.24652099609375,112.14671325683594,-0.7771064552181874
133,2,1,0,0,0,0,0,1,-11.479990632917119,516.780517578125,1.6184043964755572,1.708557716261736,10.200000000000001,13.50000000000002,0.0,1.0,3,1,0,217.7259063720703,100.84310913085938,-0.672386700098528
134,2,1,0,0,0,0,0,1,-11.494547001707964,525.1416015625,1.6332802059875775,1.6038379611420766,10.500000000000002,13.80000000000002,0.0,1.0,3,0,0,219.20529174804688,89.53950500488281,-0.672386700098528
135,2,1,0,0,0,0,0,1,-4.095133674198127,504.599365234375,0.8379980847773492,1.6038379611420766,9.900000000000002,12.90000000000002,0.3,1.0,0,0,0,248.79600524902344,94.47806549072266,0.16537134085875005
136,2,1,0,0,0,0,0,1,-2.8993651105153635,495.3095397949219,0.013456919477199403,0.837723928344436,9.300000000000002,13.20000000000002,0.0,0.9,0,0,0,259.33258056640625,98.83013153076172,1.003129381816028
137,2,1,0,0,0,0,0,1,-2.758266389609776,486.1095886230469,0.013719713652889487,-3.411261284202993e-05,8.700000000000003,13.500000000000021,0.0,1.0,0,0,0,269.8691711425781,103.18219757080078,1.016586301293227
138,2,1,0,0,0,0,0,1,-4.115173163004089,480.2839660644531,0.020280464593963377,0.012374641928818875,8.100000000000003,13.800000000000022,0.0,1.0,0,0,0,281.26898193359375,103.25045776367188,1.0303060149461167
139,2,1,0,0,0,0,0,1,-4.186232233502733,474.6606750488281,0.02076970223818364,-0.0013450717240708343,7.5000000000000036,14.100000000000023,0.0,1.0,0,0,0,292.6687927246094,103.31871795654297,1.0505864795400797
140,2,1,0,0,0,0,0,1,-4.257416172866665,469.2470397949219,0.021258319307322804,0.0229023519800009,6.900000000000004,14.400000000000023,0.0,1.0,0,0,0,304.068603515625,103.38697814941406,1.0713561817782633
141,2,1,0,0,0,0,0,1,-4.330012068077352,464.05035400390625,0.021744428678910355,0.0021326497418172607,6.300000000000004,14.700000000000024,0.0,1.0,0,0,0,315.4684143066406,103.45523834228516,1.0926145010855866
142,2,1,0,0,0,0,0,1,-4.403956480035449,459.07794189453125,0.022226171157437413,-0.019125669565505984,5.700000000000005,15.000000000000025,0.0,1.0,0,0,0,326.86822509765625,103.52349853515625,1.1143589297644967
143,2,1,0,0,0,0,0,1,2.883018987841497,429.07794189453125,2.3207296084848394e-09,0.020803185332549212,5.100000000000005,14.100000000000025,0.3,1.0,0,0,0,339.48907470703125,130.73956298828125,1.136585100921934
144,2,1,0,0,0,0,0,1,3.2679996645014864,399.07794189453125,2.669643617281281e-09,-0.001422985824888201,4.500000000000005,13.200000000000024,0.6,0.9,0,0,0,352.10992431640625,157.95562744140625,1.1365851032426635
145,2,1,0,0,0,0,0,1,3.408999675733773,369.07794189453125,3.103640455748291e-09,-0.0014229881456175875,3.9000000000000052,12.300000000000024,0.8999999999999999,0.8,0,0,0,364.73077392578125,185.17169189453125,1.1365851059123067
146,2,1,0,0,0,0,0,1,3.8289996868912795,339.07794189453125,3.6528309266259384e-09,0.003364096625229962,3.300000000000005,11.400000000000023,1.2,0.7,0,0,0,377.35162353515625,212.38775634765625,1.1365851090159467
147,2,1,0,0,0,0,0,1,4.248999697948486,309.07794189453125,4.361939032193618e-09,0.00336409352158995,2.700000000000005,10.500000000000023,1.5,0.6000000000000001,0,0,0,389.97247314453125,239.60382080078125,1.1365851126687776
148,2,1,0,0,0,0,0,1,-0.313959554210426,296.7651672363281,-0.0182789617716963,0.003364089868759024,2.100000000000005,10.800000000000024,0.0,0.5,0,0,0,390.2523498535156,253.10092163085938,1.1365851170307169
149,2,1,0,0,0,0,0,1,4.745829678014885,266.76519775390625,-4.3823664030995246e-08,-0.01674532954750152,1.5000000000000049,9.900000000000023,0.3,1.0,0,0,0,403.3685302734375,280.0817565917969,1.1183061552590203
150,2,1,0,0,0,0,0,1,5.581000863784585,236.7651824951172,-5.492926358208195e-08,0.0015336322241950027,0.9000000000000049,9.000000000000023,0.6,0.9,0,0,0,416.4847106933594,307.0625915527344,1.1183061114353565
151,2,1,0,0,0,0,0,1,5.797998194726215,206.7651824951172,6.187264434132089e-08,-0.0049544087452320085,0.30000000000000493,8.100000000000023,0.8999999999999999,0.8,0,0,0,429.6009216308594,334.0434265136719,1.1183060565060927
152,2,1,0,0,0,0,0,0,5.797998266951384,176.7651824951172,-7.239568011740971e-08,-0.004954353815968204,0.0,7.200000000000022,1.2,0.7,0,0,0,442.71710205078125,361.0242614746094,1.1183061183787366
153,2,1,0,0,0,0,0,0,5.7979983379181625,146.7651824951172,8.501619608303201e-08,-0.012457806000806926,0.0,6.300000000000022,1.5,0.6000000000000001,0,0,0,455.83331298828125,388.0050964355469,1.118306045983056
154,2,1,0,0,0,0,0,0,5.79799700649076,116.76519012451172,-1.0635379443790782e-07,-0.012457733605126364,0.0,5.400000000000022,1.8,0.5,0,0,0,468.9494934082031,414.9859313964844,1.118306130999252
155,2,1,0,0,0,0,0,0,5.7980000034367185,86.76518249511719,1.3642902918498123e-07,0.005966573125198771,0.0,4.500000000000021,2.1,0.4,0,0,0,482.0657043457031,441.9667663574219,1.1183060246454577
156,2,1,0,0,0,0,0,0,5.797998687191291,56.76518249511719,-2.028737118298096e-07,0.005966679478992987,0.0,3.6000000000000214,2.4,0.29999999999999993,0,0,0,495.181884765625,468.9476013183594,1.1183061610744867
157,2,1,0,0,0,0,0,0,6.075999413029809,26.765178680419922,3.677893825049238e-07,0.001133679242285801,0.0,2.7000000000000215,2.6999999999999997,0.20000000000000007,0,0,0,508.298095703125,495.9284362792969,1.118305958200775
158,2,1,0,0,0,0,0,0,46.15371895255554,7.9999823570251465,3.1986604409617314e-06,0.0011338821159974088,0.0,1.8000000000000216,2.9999999999999996,0.10000000000000009,0,0,1,516.5023803710938,512.8051147460938,1.118306325990158
